CALLERTYPE,DATECANCELLED,DATEINVTDONE,DATETIMECLOSED,DATETIMEINIT,DESCRIPTION,NEIGHBORHOOD,PRJCOMPLETEDATE,PROBADDRESS,PROBADDTYPE,PROBCITY,PROBLEMCODE,PROBZIP,REQUESTID,SRX,SRY,STATUS,SUBMITTO,WARD
PHONE,NA,2018-01-08 10:57:36.09,2018-01-08 10:57:36.09,2018-01-05 13:21:41.157,Unauthrz use contain,39,2018-01-10 00:00:00.0,4536 GIBSON AVE,B,NA,Unauthrz use contain,NA,1050678,888066.788,1018191.577,CLOSED,"REFUSE,",17
PHONE,NA,2018-01-05 14:39:06.0,2018-01-09 12:56:14.39,2018-01-05 13:21:59.567,Containr damaged,39,2018-01-16 00:00:00.0,1100 S KINGSHIGHWAY BLVD,B,NA,Containr damaged,NA,1050679,887569.593,1017686.488,CLOSED,"REFUSE,",17
WEB,NA,2018-02-28 13:54:16.563,2018-02-28 13:54:16.563,2018-01-05 13:22:50.0,Food Estab. Problem,1,2018-01-16 00:00:00.0,7211 MINNESOTA AVE,A,NA,Food Estab. Problem,NA,1050681,889647.388,989728.652,CLOSED,"FOOD CNTRL,",11
WEB,NA,2018-07-09 14:01:51.327,2018-07-09 14:01:51.327,2018-01-05 13:23:56.0,Vehicle-Rt of Way,15,2018-01-25 00:00:00.0,BENT AVE & WYOMING ST,B,NA,Vehicle-Rt of Way,NA,1050682,889243.903,1007563.807,CLOSED,"TREAS PRKG SVC,",15
WEB,NA,2018-07-09 14:01:51.327,2018-07-09 14:01:51.327,2018-01-05 13:23:56.0,Vehicle-Rt of Way,15,2018-01-25 00:00:00.0,BENT AVE & WYOMING ST,B,NA,Vehicle-Rt of Way,NA,1050682,889243.903,1007563.807,CLOSED,"TREAS PRKG SVC,",15
PHONE,NA,2018-01-31 11:10:00.0,2018-02-01 00:53:31.683,2018-01-05 13:24:17.94,Sign needs attention,39,2018-02-16 00:00:00.0,1094 S KINGSHIGHWAY BLVD,B,NA,Sign needs attention,NA,1050683,887562.339,1017796.667,CLOSED,"TRAFFIC DIVISION, 511",17
WEB,NA,2018-01-07 06:16:24.423,2018-01-07 06:16:24.423,2018-01-05 13:24:46.0,Recycling not collec,42,2018-01-10 00:00:00.0,1446 GREGG AVE,A,NA,Recycling not collec,NA,1050684,879586.662,1016242.03,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-09 06:59:13.0,2018-01-25 07:25:02.933,2018-01-05 13:28:09.39,Not enough cntnrs,7,2018-01-12 00:00:00.0,5729 NOTTINGHAM AVE,B,NA,Not enough cntnrs,NA,1050685,879803.832,1002659.997,CLOSED,"REFUSE,",16
PHONE,NA,2018-01-11 16:13:12.0,2018-01-11 16:13:34.427,2018-01-05 13:28:22.497,Electrical Insp,19,2018-01-17 00:00:00.0,4746 S GRAND AVE,B,NA,Electrical Insp,NA,1050686,893298.089,1003496.686,CLOSED,"BLDG TRADES,",20
WEB,NA,2018-01-05 15:43:04.39,2018-01-05 15:43:04.39,2018-01-05 13:29:37.0,Overdimensional Vehicle Application,61,2018-02-16 00:00:00.0,N 22ND ST & CASS AVE,B,NA,PmtApp_Overdimnsnl,NA,1050687,903623.461,1023486.407,CLOSED,"STREET PERMITS,",3
PHONE,NA,2018-02-12 00:00:00.0,2018-02-12 00:00:00.0,2018-01-05 13:30:09.147,"Roach Infestn, Int",16,2018-01-25 00:00:00.0,4746 S GRAND BLVD,B,NA,"Roach Infestn, Int",NA,1050688,891673.216,997642.446,Closed,"COMM SANITATION,",25
PHONE,NA,2018-01-09 08:03:22.0,2018-01-17 11:09:03.193,2018-01-05 13:31:29.867,Vehicle Towing,39,2018-01-12 00:00:00.0,4371 GIBSON AVE,B,NA,Vehicle Towing,NA,1050689,889707.572,1017943.562,CLOSED,"STREET DEPT, 510",17
PHONE,NA,2018-01-23 14:38:36.0,2018-01-23 14:39:22.757,2018-01-05 13:31:41.36,Ppty Maint Code-Int,16,2018-01-25 00:00:00.0,4746 S GRAND BLVD,B,NA,Ppty Maint Code-Int,NA,1050690,891673.216,997642.446,CLOSED,"BUILDING DIV,",25
WEB,NA,NA,NA,2018-01-05 13:34:38.0,"NOWATER (due to main break, etc.)",39,2018-01-18 00:00:00.0,1640 S KINGSHIGHWAY BLVD,A,NA,NOWATER,NA,1050691,887165.719,1014445.501,Disptch,"WATER DIV,",17
ADMIN BUILDING,NA,2018-02-12 14:43:43.42,2018-02-12 14:43:43.42,2018-01-05 13:34:50.177,CLOGGED DRAIN,NA,2018-02-08 00:00:00.0,1200 MARKET,B,ST. LOUIS,CLOGGED DRAIN,63103,1050692,NA,NA,CLOSED,"FACILITIES MGMT,",NA
WEB,NA,2018-05-24 14:34:44.697,2018-05-24 14:34:44.697,2018-01-05 13:38:44.0,Vehicle-Rt of Way,68,2018-01-25 00:00:00.0,E FAIR AVE & ALGERNON ST,B,NA,Vehicle-Rt of Way,NA,1050693,900943.75,1035709.653,CLOSED,"TREAS PRKG SVC,",21
PHONE,NA,2018-01-05 14:39:38.0,2018-01-09 12:56:27.823,2018-01-05 13:41:05.47,Containr damaged,55,2018-01-16 00:00:00.0,4935 ST LOUIS AVE,B,NA,Containr damaged,NA,1050694,890531.93,1033283.563,CLOSED,"REFUSE,",1
PHONE,NA,2018-01-09 08:10:15.0,2018-01-17 11:09:59.393,2018-01-05 13:41:36.503,Vehicle Towing,38,2018-01-12 00:00:00.0,4050 DELMAR BLVD,B,NA,Vehicle Towing,NA,1050695,893879.603,1023753.405,CLOSED,"STREET DEPT, 510",18
WEB,NA,2018-01-08 12:51:00.0,2018-04-02 12:53:00.953,2018-01-05 13:42:49.0,Stray Dog At Large,44,2018-01-25 00:00:00.0,6634 OAKLAND AVE,A,NA,Stray Dog At Large,NA,1050696,877668.284,1018919.375,CLOSED,"ANIMAL CARE,",28
PHONE,NA,2018-01-19 14:57:49.35,2018-01-19 14:57:49.35,2018-01-05 13:43:16.49,Not enough cntnrs,55,2018-01-12 00:00:00.0,4935 ST LOUIS AVE,B,NA,Not enough cntnrs,NA,1050697,890531.93,1033283.563,CLOSED,"REFUSE,",1
PHONE,NA,2018-01-09 08:09:13.133,2018-01-09 08:09:13.133,2018-01-05 13:46:13.87,Debris-alley/street,38,2018-01-10 00:00:00.0,4050 DELMAR BLVD,B,NA,Debris-alley/street,NA,1050698,893879.603,1023753.405,CLOSED,"REFUSE,",18
PHONE,NA,2018-01-05 12:53:00.0,2018-04-02 12:55:01.397,2018-01-05 13:46:35.617,Misc-Animal Care,25,2018-01-25 00:00:00.0,3223 PESTALOZZI ST,B,NA,Misc-Animal Care,NA,1050699,895689.947,1008876.128,CLOSED,"ANIMAL CARE,",6
PHONE,NA,2018-01-12 09:23:52.0,2018-01-16 09:47:36.58,2018-01-05 13:51:31.697,Property Damage-TOW,79,2018-02-05 00:00:00.0,7410 HALL ST,B,NA,Property Damage-TOW,NA,1050700,899571.152,1044964.144,CLOSED,"STREET DEPT, 510",2
EMAIL,NA,2018-01-23 11:17:01.0,2018-01-23 11:17:04.727,2018-01-05 13:55:48.457,Misc-Water Div,4,2018-01-25 00:00:00.0,RIVER DES PERES BLVD & MORGANFORD RD,B,NA,Misc-Water Div,NA,1050701,882128.625,992549.814,CLOSED,"WATER DIV,",12
ADMIN BUILDING,NA,NA,NA,2018-01-05 13:58:03.707,BOILER/FURNACE/RADIATOR,NA,2018-01-12 00:00:00.0,920 N. VANDEVENTER,B,ST. LOUIS,BOILER/FURNACE/RADIA,63108,1050702,NA,NA,Disptch,"FACILITIES MGMT,",NA
PHONE,NA,2018-02-26 10:17:21.117,2018-02-26 10:17:21.117,2018-01-05 14:03:04.737,DOOR REPAIR,NA,2018-01-26 00:00:00.0,1520 MARKET,B,ST. LOUIS,DOOR REPAIR,63103,1050703,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-08 11:21:03.0,2018-01-08 11:23:05.563,2018-01-05 14:06:07.293,Debris-alley/street,6,2018-01-10 00:00:00.0,4963 ROBERT AVE,B,NA,Debris-alley/street,NA,1050704,880220.337,996109.313,CLOSED,"REFUSE,",12
ADMIN BUILDING,NA,2018-01-29 12:39:09.673,2018-01-29 12:39:09.673,2018-01-05 14:08:41.313,FLOOR/WALL/CEILING REPAIRS,NA,2018-02-16 00:00:00.0,1200 MARKET,B,ST. LOUIS,FLOOR/WALL/CEILING,63103,1050705,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-07 06:40:08.247,2018-01-07 06:40:08.247,2018-01-05 14:12:01.157,Refuse not collected,56,2018-01-10 00:00:00.0,3535 N NEWSTEAD AVE,B,NA,Refuse not collected,NA,1050706,895123.556,1032418.377,CLOSED,"REFUSE,",4
NA,NA,NA,NA,2018-01-05 14:12:03.31,Vehicle-Rt of Way,8,2018-01-25 00:00:00.0,6203 WALSH ST,B,NA,Vehicle-Rt of Way,NA,1050707,878448.49,1001528.002,Disptch,"TREAS PRKG SVC,",16
WEB,NA,2018-01-16 15:42:38.777,2018-01-16 15:42:38.777,2018-01-05 14:12:28.0,Cut Median-Pkwy,8,2018-01-29 00:00:00.0,5881 SUNSHINE DR,B,NA,Cut Median-Pkwy,NA,1050708,877805.603,997380.545,CLOSED,"PARKS DIV,",16
PHONE,NA,2018-01-05 14:21:24.72,2018-01-05 14:21:24.72,2018-01-05 14:19:58.82,Walk-In Blocking Permit,23,2018-02-16 00:00:00.0,2276 S JEFFERSON AVE,B,NA,PmtApp_Walk-in,NA,1050709,899638.228,1010272.414,CLOSED,"STREET PERMITS,",7
WEB,NA,2018-01-08 10:19:49.15,2018-01-08 10:19:49.15,2018-01-05 14:21:19.0,Excavation Application,NA,2018-02-16 00:00:00.0,5739 NATURAL BRIDGE AV,A,NA,PmtApp_Excavation,NA,1050710,885948.786,1038747.749,CLOSED,"STREET PERMITS,",NA
PHONE,NA,2018-01-05 14:40:07.0,2018-01-22 10:21:34.637,2018-01-05 14:25:38.677,Rollcart stolen/misg,62,2018-01-12 00:00:00.0,719 DICKSON ST,B,NA,Rollcart stolen/misg,NA,1050711,909242.808,1021749.963,CLOSED,"REFUSE,",5
WEB,NA,2018-01-09 06:51:59.0,2018-01-25 07:25:29.217,2018-01-05 14:29:06.0,Not enough cntnrs,7,2018-01-12 00:00:00.0,5734 DEVONSHIRE AVE,A,NA,Not enough cntnrs,NA,1050712,879814.643,1003129.134,CLOSED,"REFUSE,",16
PHONE,NA,2018-01-07 06:21:59.733,2018-01-07 06:21:59.733,2018-01-05 14:29:21.407,Cntnr overflow/bulky,38,2018-01-10 00:00:00.0,5123 WATERMAN BLVD,B,NA,Cntnr overflow/bulky,NA,1050713,886329.54,1025239.27,CLOSED,"REFUSE,",28
PHONE,NA,2018-01-07 06:27:53.98,2018-01-07 06:27:53.98,2018-01-05 14:31:10.623,Recycling not collec,43,2018-01-10 00:00:00.0,6920 WALDEMAR AVE,B,NA,Recycling not collec,NA,1050714,875214.77,1014217.504,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-12 09:26:51.0,2018-01-16 08:53:23.59,2018-01-05 14:33:14.12,Property Damage-TOW,79,2018-02-05 00:00:00.0,7410 HALL ST,B,NA,Property Damage-TOW,NA,1050715,899571.152,1044964.144,CLOSED,"STREET DEPT, 510",2
WEB,NA,2018-01-07 06:29:29.887,2018-01-07 06:29:29.887,2018-01-05 14:36:15.0,Recycling not collec,38,2018-01-10 00:00:00.0,4347 MCPHERSON AVE,A,NA,Recycling not collec,NA,1050716,891306.59,1023583.405,CLOSED,"REFUSE,",28
NA,NA,2018-01-16 08:25:05.0,2018-01-16 08:25:23.333,2018-01-05 14:39:34.843,Ppty Maint Code-Ext,6,2018-01-25 00:00:00.0,4759 MILENTZ AVE,B,NA,Ppty Maint Code-Ext,NA,1050717,883016.425,998606.94,CLOSED,"BUILDING DIV,",13
PHONE,NA,2018-01-09 07:24:00.0,2018-01-11 07:26:01.89,2018-01-05 14:39:41.26,"No Water Supply, Int",29,2018-01-09 00:00:00.0,3851 FOLSOM AVE,B,NA,"No Water Supply, Int",NA,1050718,893438.277,1014911.029,CLOSED,"COMM SANITATION,",19
NA,NA,2018-01-16 08:26:09.0,2018-01-16 08:26:26.287,2018-01-05 14:40:50.793,Ppty Maint Code-Ext,6,2018-01-25 00:00:00.0,4761 MILENTZ AVE,B,NA,Ppty Maint Code-Ext,NA,1050719,883006.249,998635.161,CLOSED,"BUILDING DIV,",13
PHONE,NA,2018-01-19 16:03:11.0,2018-01-19 16:03:41.743,2018-01-05 14:40:58.203,Ppty Maint Code-Ext,39,2018-01-25 00:00:00.0,4512 CHOUTEAU AVE,B,NA,Ppty Maint Code-Ext,NA,1050720,888358.206,1018457.232,CLOSED,"BUILDING DIV,",17
WEB,NA,2018-01-09 06:01:51.82,2018-01-09 06:01:51.82,2018-01-05 14:41:21.0,Street Cleaning,14,2018-01-12 00:00:00.0,5027 FAIRVIEW AVE,A,NA,Street Cleaning,NA,1050721,884128.488,1006941.765,CLOSED,"STREET DIVISION, 514",10
ADMIN BUILDING,NA,2018-01-23 14:45:33.493,2018-01-23 14:45:33.493,2018-01-05 14:42:33.06,ELECTRICAL INSTALLATION,NA,2018-01-26 00:00:00.0,1421 N. JEFFERSON,B,ST. LOUIS,ELECTRICAL INSTALL,63106,1050722,NA,NA,CLOSED,"FACILITIES MGMT,",NA
WEB,NA,2018-01-11 11:43:21.0,2018-01-11 11:45:12.097,2018-01-05 14:43:24.0,Vacnt Bldg Unsecured,51,2018-01-25 00:00:00.0,5104 CATES AVE,A,NA,Vacnt Bldg Unsecured,NA,1050723,886783.589,1027519.572,CLOSED,"BUILDING DIV,",18
NA,NA,2018-01-08 07:09:36.0,2018-01-25 07:22:32.247,2018-01-05 14:43:46.123,Cntnr overflow/bulky,NA,2018-01-10 00:00:00.0,NA,B,NA,Cntnr overflow/bulky,NA,1050724,883339.414,998266.222,CLOSED,"REFUSE,",NA
PHONE,NA,2018-01-09 11:50:13.07,2018-01-09 11:50:13.07,2018-01-05 14:48:11.39,Debris-Vacant Bldg,39,2018-01-25 00:00:00.0,4412 CHOUTEAU AVE,B,NA,Debris-Vacant Bldg,NA,1050725,889177.859,1018238.499,CLOSED,"FORESTRY,",17
PHONE,NA,2018-08-29 14:16:47.447,2018-08-29 14:16:47.447,2018-01-05 14:51:15.423,Vehicle-Rt of Way,56,2018-01-25 00:00:00.0,4036 KENNERLY AVE,B,NA,Vehicle-Rt of Way,NA,1050726,896927.611,1028594.385,CLOSED,"TREAS PRKG SVC,",4
PHONE,NA,2018-01-08 07:14:08.0,2018-01-09 12:57:39.623,2018-01-05 14:54:05.927,Containr damaged,15,2018-01-16 00:00:00.0,4239 WYOMING ST,B,NA,Containr damaged,NA,1050727,888838.816,1007709.014,CLOSED,"REFUSE,",15
WEB,NA,2018-02-02 14:04:05.577,2018-02-02 14:04:05.577,2018-01-05 14:54:50.0,Illegal Food Estbt,36,2018-01-25 00:00:00.0,1200 MARKET ST,A,NA,Illegal Food Estbt,NA,1050728,905907.598,1017104.519,CLOSED,"FOOD CNTRL,",7
WEB,NA,2018-01-07 06:36:33.0,2018-01-07 06:36:54.777,2018-01-05 15:00:26.0,Recycling not collec,12,2018-01-10 00:00:00.0,5532 SHAW AVE,A,NA,Recycling not collec,NA,1050729,883003.703,1014098.3,CLOSED,"REFUSE,",10
PHONE,NA,2018-03-14 11:06:13.483,2018-03-14 11:06:13.483,2018-01-05 15:00:42.163,LOCK/KEYS,NA,2019-05-31 00:00:00.0,1520 MARKET,B,ST. LOUIS,LOCK/KEYS,63103,1050730,NA,NA,CLOSED,"FACILITIES MGMT,",NA
OTHER,NA,2018-01-16 15:47:19.59,2018-01-16 15:47:19.59,2018-01-05 15:02:51.08,Potholes - Residnl,73,2018-01-17 00:00:00.0,MORA LN & MELROSE AVE,B,NA,Potholes - Residnl,NA,1050731,891708.078,1049014.784,CLOSED,"STREET DIVISION, 514",2
OTHER,NA,2018-01-08 07:30:00.0,2018-01-08 19:30:58.03,2018-01-05 15:05:43.437,Sign needs attention,73,2018-02-16 00:00:00.0,8500 MORA LN,B,NA,Sign needs attention,NA,1050732,891845.028,1049015.161,CLOSED,"TRAFFIC DIVISION, 511",2
NA,NA,2018-01-08 00:00:00.0,2018-01-11 15:20:16.697,2018-01-05 15:06:03.527,LRA Board up,52,2018-02-16 00:00:00.0,5126 LOTUS AVE,B,NA,LRA Board up,NA,1050733,888042.262,1031952.567,CLOSED,"LRA,",1
WEB,NA,2018-01-07 06:57:15.0,2018-01-07 06:57:15.843,2018-01-05 15:06:43.0,Refuse not collected,34,2018-01-10 00:00:00.0,1523 S 10TH ST,A,NA,Refuse not collected,NA,1050734,905139.228,1012030.602,CLOSED,"REFUSE,",7
OTHER,NA,2018-01-09 08:30:00.0,2018-01-09 22:32:42.81,2018-01-05 15:07:12.01,Sign needs attention,76,2018-02-16 00:00:00.0,5953 HARNEY AVE,B,NA,Sign needs attention,NA,1050735,890849.782,1046056.517,CLOSED,"TRAFFIC DIVISION, 511",27
NA,NA,2018-01-08 11:26:59.28,2018-01-08 11:26:59.28,2018-01-05 15:13:26.987,Debris-Vacant Bldg,52,2018-01-25 00:00:00.0,5201 PAULIAN PL,B,NA,Debris-Vacant Bldg,NA,1050736,887290.39,1031384.598,CLOSED,"FORESTRY,",1
OTHER,NA,2018-01-08 07:55:00.0,2018-01-08 19:20:58.223,2018-01-05 15:13:31.957,Sign needs attention,76,2018-02-16 00:00:00.0,6001 SHULTE AVE,B,NA,Sign needs attention,NA,1050737,890816.823,1046458.184,CLOSED,"TRAFFIC DIVISION, 511",27
OTHER,NA,2018-01-11 06:03:09.933,2018-01-11 06:03:09.933,2018-01-05 15:18:24.5,Potholes - Residnl,76,2018-01-17 00:00:00.0,5951 SHULTE AVE,B,NA,Potholes - Residnl,NA,1050738,891072.78,1046312.956,CLOSED,"STREET DIVISION, 514",27
PHONE,NA,2018-01-22 15:49:38.0,2018-01-22 15:50:01.867,2018-01-05 15:18:53.61,Vacnt Bldg Unsecured,78,2018-01-25 00:00:00.0,1363 SEMPLE AVE,B,ST LOUIS,Vacnt Bldg Unsecured,0,1050739,884625.385,1030819.229,CLOSED,"BUILDING DIV,",26
PHONE,NA,2018-05-31 14:56:48.407,2018-05-31 14:56:48.407,2018-01-05 15:21:27.823,Vehicle-Rt of Way,68,2018-01-25 00:00:00.0,4212 RED BUD AVE,B,NA,Vehicle-Rt of Way,NA,1050740,898081.473,1034165.821,CLOSED,"TREAS PRKG SVC,",21
PHONE,NA,2018-01-19 14:33:11.697,2018-01-19 14:33:11.697,2018-01-05 15:24:36.75,Cntnr blocking,76,2018-01-10 00:00:00.0,6069 GARESCHE AVE,B,NA,Cntnr blocking,NA,1050741,889418.114,1045374.832,CLOSED,"REFUSE,",27
OTHER,NA,2018-01-12 14:51:43.0,2018-01-12 14:52:02.893,2018-01-05 15:26:51.87,Vacnt Bldg Unsecured,76,2018-01-25 00:00:00.0,6008 EMMA AVE,B,NA,Vacnt Bldg Unsecured,NA,1050742,890329.441,1045765.908,CLOSED,"BUILDING DIV,",27
PHONE,NA,2018-01-08 00:00:00.0,2018-01-11 15:19:13.56,2018-01-05 15:27:03.937,LRA Board up,78,2018-02-16 00:00:00.0,1365 SEMPLE AVE,B,ST LOUIS,LRA Board up,0,1050743,884639.086,1030843.585,CLOSED,"LRA,",26
WEB,NA,2018-01-08 10:56:49.89,2018-01-08 10:56:49.89,2018-01-05 15:27:37.22,Foreman cntct citizn,42,2018-01-10 00:00:00.0,1512 TAMM AVE,B,NA,Foreman cntct citizn,NA,1050744,879193.094,1015818.575,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-19 14:35:02.347,2018-01-19 14:35:02.347,2018-01-05 15:28:58.68,Unauthrz use contain,59,2018-01-10 00:00:00.0,2708 BACON ST,B,NA,Unauthrz use contain,NA,1050745,899828.117,1026580.346,CLOSED,"REFUSE,",5
OTHER,NA,2018-01-08 07:15:00.0,2018-01-08 19:18:35.983,2018-01-05 15:29:20.077,Sign needs attention,76,2018-02-16 00:00:00.0,6000 EMMA AVE,B,NA,Sign needs attention,NA,1050746,890384.917,1045734.503,CLOSED,"TRAFFIC DIVISION, 511",27
PHONE,NA,2018-01-09 17:39:24.0,2018-01-09 17:40:02.56,2018-01-05 15:30:39.707,"No Water Supply, Int",65,2018-01-09 00:00:00.0,3402 N 14TH ST,B,NA,"No Water Supply, Int",NA,1050747,906713.858,1028783.759,CLOSED,"COMM SANITATION,",3
OTHER,NA,2018-01-08 08:20:00.0,2018-01-08 19:22:21.887,2018-01-05 15:30:42.063,Sign needs attention,73,2018-02-16 00:00:00.0,5976 TARA LN,B,NA,Sign needs attention,NA,1050748,892911.194,1048319.663,CLOSED,"TRAFFIC DIVISION, 511",27
PHONE,NA,2018-01-12 15:02:43.0,2018-01-12 15:03:02.15,2018-01-05 15:31:45.627,Ppty Maint Code-Int,65,2018-01-25 00:00:00.0,3402 N 14TH ST,B,NA,Ppty Maint Code-Int,NA,1050749,906713.858,1028783.759,CLOSED,"BUILDING DIV,",3
OTHER,NA,2018-01-09 15:50:52.973,2018-01-09 15:03:57.4,2018-01-05 15:34:00.563,Debris-alley/street,72,2018-01-12 00:00:00.0,5475 ORIOLE AVE,B,NA,Debris-alley/street,NA,1050750,891554.194,1045255.054,CLOSED,"FORESTRY,",27
PHONE,NA,2018-01-08 14:23:00.0,2018-04-17 09:10:52.117,2018-01-05 15:35:39.747,Debris-Vacant Bldg,78,2018-01-25 00:00:00.0,1367 SEMPLE AVE,B,ST LOUIS,Debris-Vacant Bldg,0,1050751,884651.937,1030866.404,CLOSED,"FORESTRY,",26
PHONE,NA,2018-01-18 12:24:00.0,NA,2018-01-05 15:36:32.873,"Raw Garbage, Ext",78,2018-01-26 00:00:00.0,1367 SEMPLE AVE,B,ST LOUIS,"Raw Garbage, Ext",0,1050752,884651.937,1030866.404,Disptch,"VECTOR CNTRL,",26
OTHER,NA,2018-01-08 14:18:00.0,2018-02-06 16:09:34.697,2018-01-05 15:36:35.617,Debris-Vacant Bldg,72,2018-01-25 00:00:00.0,5475 ORIOLE AVE,B,NA,Debris-Vacant Bldg,NA,1050753,891554.194,1045255.054,CLOSED,"FORESTRY,",27
OTHER,NA,2018-01-09 15:04:46.0,2018-01-09 15:04:48.323,2018-01-05 15:39:33.077,Debris-alley/street,72,2018-01-12 00:00:00.0,5447 ORIOLE AVE,B,NA,Debris-alley/street,NA,1050754,891318.77,1045090.031,CLOSED,"FORESTRY,",27
ADMIN BUILDING,NA,NA,NA,2018-01-05 15:42:05.307,BOILER/FURNACE/RADIATOR,NA,2018-01-12 00:00:00.0,3847 ENRIGHT,B,ST. LOUIS,BOILER/FURNACE/RADIA,63108,1050755,NA,NA,Disptch,"FACILITIES MGMT,",NA
OTHER,NA,2018-01-08 11:39:00.0,2018-02-06 10:02:37.283,2018-01-05 15:44:16.703,Debris-Vacant Lot,72,2018-01-25 00:00:00.0,5775 THEODORE AVE,B,NA,Debris-Vacant Lot,NA,1050756,890409.733,1044075.211,CLOSED,"FORESTRY,",27
OTHER,NA,2018-01-08 07:10:07.0,2018-02-08 12:16:23.29,2018-01-05 15:45:44.927,Containr damaged,72,2018-01-16 00:00:00.0,5206 ORIOLE AVE,B,NA,Containr damaged,NA,1050757,890373.081,1044185.326,CLOSED,"REFUSE,",27
OTHER,NA,2018-01-23 12:39:10.0,2018-01-23 12:39:37.657,2018-01-05 15:47:04.94,Vacnt Bldg Unsecured,72,2018-01-25 00:00:00.0,5210 ORIOLE AVE,B,NA,Vacnt Bldg Unsecured,NA,1050758,890408.891,1044210.209,CLOSED,"BUILDING DIV,",27
PHONE,NA,2018-01-08 11:35:34.0,2018-04-25 13:15:08.95,2018-01-05 15:49:11.953,Debris-Vacant Lot,78,2018-01-25 00:00:00.0,1371 ARLINGTON AVE,B,ST LOUIS,Debris-Vacant Lot,0,1050759,884925.219,1030722.652,CLOSED,"FORESTRY,",26
PHONE,NA,2018-01-08 11:38:55.0,2018-04-25 13:04:21.307,2018-01-05 15:51:57.53,Debris-Vacant Lot,78,2018-01-25 00:00:00.0,1375 ARLINGTON AVE,B,ST LOUIS,Debris-Vacant Lot,0,1050760,884942.962,1030753.47,CLOSED,"FORESTRY,",26
WEB,NA,2018-07-12 10:49:31.437,2018-07-12 10:49:31.437,2018-01-05 15:52:46.0,Vehicle-Rt of Way,23,2018-01-25 00:00:00.0,2248 MISSOURI AVE,A,NA,Vehicle-Rt of Way,NA,1050761,900298.924,1010315.657,CLOSED,"TREAS PRKG SVC,",7
OTHER,NA,2018-01-08 07:10:43.0,2018-02-06 12:13:24.94,2018-01-05 15:52:49.427,Containr damaged,72,2018-01-16 00:00:00.0,5453 GILMORE AVE,B,NA,Containr damaged,NA,1050762,891560.811,1044827.085,CLOSED,"REFUSE,",27
OTHER,NA,2018-01-08 07:11:15.0,2018-01-31 10:50:06.037,2018-01-05 15:57:41.753,Containr damaged,72,2018-01-16 00:00:00.0,5467 GILMORE AVE,B,NA,Containr damaged,NA,1050763,891683.642,1044913.184,CLOSED,"REFUSE,",27
OTHER,NA,2018-01-23 12:40:03.0,2018-01-23 12:40:23.673,2018-01-05 15:59:57.873,Vacnt Bldg Unsecured,72,2018-01-25 00:00:00.0,5508 GILMORE AVE,B,NA,Vacnt Bldg Unsecured,NA,1050764,891994.9,1044888.957,CLOSED,"BUILDING DIV,",27
NA,2018-01-23 11:21:54.747,2018-01-23 11:22:04.0,NA,2018-01-05 16:01:13.273,WTR-COMING-UP,1,2018-01-18 00:00:00.0,HOLLY HILLS AVE & ALABAMA AVE,B,NA,WTR-COMING-UP,NA,1050765,890597.153,992641.316,CANCEL,"WATER DIV,",11
OTHER,NA,2018-01-08 07:11:51.0,2018-02-01 13:32:08.707,2018-01-05 16:01:26.82,Containr damaged,72,2018-01-16 00:00:00.0,5532 ROBIN AVE,B,NA,Containr damaged,NA,1050766,892413.771,1044752.704,CLOSED,"REFUSE,",27
PHONE,NA,2018-01-09 05:52:14.657,2018-01-09 05:52:14.657,2018-01-05 16:02:11.973,Snow/Ice - Residnl,1,2018-01-11 00:00:00.0,HOLLY HILLS AVE & ALABAMA AVE,B,NA,Snow/Ice - Residnl,NA,1050767,890597.153,992641.316,CLOSED,"STREET DIVISION, 514",11
OTHER,NA,2018-01-09 15:05:28.0,2018-01-09 15:05:44.683,2018-01-05 16:03:20.497,Debris-alley/street,72,2018-01-12 00:00:00.0,5528 ROBIN AVE,B,NA,Debris-alley/street,NA,1050768,892372.827,1044724.005,CLOSED,"FORESTRY,",27
WEB,NA,2018-01-23 14:38:06.0,2018-01-23 14:38:46.677,2018-01-05 16:04:01.0,FH-MAINTENANCE,31,2018-01-18 00:00:00.0,1542 ST VINCENT CT,A,NA,FH-MAINTENANCE,NA,1050769,899015.216,1013693.341,CLOSED,"WATER DIV,",6
OTHER,NA,2018-01-08 07:12:20.0,2018-01-31 10:49:10.113,2018-01-05 16:05:23.687,Containr damaged,72,2018-01-16 00:00:00.0,5525 ROBIN AVE,B,NA,Containr damaged,NA,1050770,892237.624,1044871.641,CLOSED,"REFUSE,",27
OTHER,NA,2018-01-08 07:12:48.0,2018-01-31 10:50:25.253,2018-01-05 16:06:44.88,Containr damaged,72,2018-01-16 00:00:00.0,5472 ROBIN AVE,B,NA,Containr damaged,NA,1050771,892026.851,1044481.495,CLOSED,"REFUSE,",27
OTHER,NA,2018-01-09 15:06:18.0,2018-01-09 15:06:45.94,2018-01-05 16:08:41.13,Debris-alley/street,72,2018-01-12 00:00:00.0,5250 ROBIN AVE,B,NA,Debris-alley/street,NA,1050772,891160.295,1043869.877,CLOSED,"FORESTRY,",27
